time,paramecium,didinium
2006/8/1,-0.484394314,-0.20450801
2006/9/1,-0.598665782,-0.260345188
2006/10/1,-0.27399581,-0.256095058
2006/11/1,-0.28245207,-0.253621452
2006/12/1,-0.361953553,-0.287584728
2007/1/1,-0.312154733,-0.331630649
2007/2/1,-0.111976874,-0.287223044
2007/3/1,-0.036501221,-0.25202636
2007/4/1,0.334260729,-0.186520264
2007/5/1,0.467133829,-0.121973731
2007/6/1,0.193380236,-0.140684323
2007/7/1,0.387093046,-0.043458562
2007/8/1,1.306358842,0.142030413
2007/9/1,1.710064984,0.355520699
2007/10/1,0.985052925,0.403634775
2007/11/1,0.99045823,0.444405566
2007/12/1,0.774792666,0.409138322
2008/1/1,0.837433387,0.388413904
2008/2/1,0.574083916,0.368572065
2008/3/1,0.863597402,0.387442142
2008/4/1,0.406460071,0.320096572
2008/5/1,0.332778485,0.248659761
2008/6/1,1.166475878,0.404024546
2008/7/1,1.190068975,0.573330674
2008/8/1,0.64901782,0.661548093
2008/9/1,0.194119831,0.625569241
2008/10/1,0.296691764,0.684013961
2008/11/1,0.820289978,0.773957877
2008/12/1,0.855553778,0.849728236
2009/1/1,0.712094671,0.826813187
2009/2/1,0.486874708,0.804016125
2009/3/1,0.442749029,0.774136366
2009/4/1,0.560372809,0.759919503
2009/5/1,0.347535522,0.728661497
2009/6/1,0.001425612,0.580236659
2009/7/1,-0.432114289,0.40331904
2009/8/1,-0.530968419,0.267832511
2009/9/1,-0.613825251,0.136965998
2009/10/1,-1.096753986,-0.111028947
2009/11/1,-1.440691059,-0.373780819
2009/12/1,-1.498355864,-0.635750438
2010/1/1,-1.609607971,-0.87024535
2010/2/1,-1.517234863,-1.004599952
2010/3/1,-1.592021434,-1.092864044
2010/4/1,-1.519830605,-1.134582233
2010/5/1,-1.765531686,-1.208706827
2010/6/1,-2.050367544,-1.307320649
2010/7/1,-2.164074235,-1.422100471
2010/8/1,-2.479874716,-1.578978804
2010/9/1,-1.87926695,-1.622796237
2010/10/1,-1.138467308,-1.534773263
2010/11/1,-1.055635289,-1.434899424
2010/12/1,-0.940921178,-1.332782305
2011/1/1,-0.765392644,-1.237290035
2011/2/1,-0.797808973,-1.123518225
2011/3/1,-0.628099949,-1.018735806
2011/4/1,-0.671336253,-0.938774917
2011/5/1,-0.607554133,-0.886958113
2011/6/1,-0.486828445,-0.831716161
2011/7/1,-0.548569058,-0.862430073
2011/8/1,-0.652578126,-0.897755342
2011/9/1,-0.684926453,-0.946281524
2011/10/1,-1.318186011,-1.124473308
2011/11/1,-1.213797924,-1.249754724
2011/12/1,-1.314860022,-1.392792972
2012/1/1,-1.47103027,-1.540078037
2012/2/1,-1.41461637,-1.595884156
2012/3/1,-1.515550502,-1.642742943
2012/4/1,-1.721657601,-1.705126642
2012/5/1,-1.827906208,-1.74951009
2012/6/1,-1.591414275,-1.748866514
2012/7/1,-1.209281215,-1.77529966
2012/8/1,-1.126507081,-1.796557577
2012/9/1,-1.144777456,-1.799321579
2012/10/1,-1.179989359,-1.786151376
2012/11/1,-1.190852638,-1.746195581
2012/12/1,-1.255290647,-1.716763545
2013/1/1,-1.336752441,-1.701868422
2013/2/1,-1.283735951,-1.63290567
2013/3/1,-1.409839993,-1.587340785
2013/4/1,-1.517156563,-1.559403152
2013/5/1,-1.415657058,-1.560008856
2013/6/1,-1.609717641,-1.56460932
2013/7/1,-1.914255666,-1.694237001
2013/8/1,-1.655904183,-1.761327458
2013/9/1,-1.742056867,-1.845553761
2013/10/1,-1.273625832,-1.824365821
2013/11/1,-1.27314132,-1.784214914
2013/12/1,-1.173200782,-1.729293287
2014/1/1,-1.174982068,-1.696288562
2014/2/1,-1.093938514,-1.610567005
2014/3/1,-1.078515589,-1.540299744
2014/4/1,-1.131050098,-1.49537073
2014/5/1,-1.605555744,-1.517929601
2014/6/1,-0.986227238,-1.432942656
2014/7/1,-0.589911233,-1.365828546
2014/8/1,-0.800197975,-1.334544628
2014/9/1,-0.69153212,-1.262929527
2014/10/1,-1.129618681,-1.27380754
2014/11/1,-0.992402356,-1.240693687
2014/12/1,-1.100711789,-1.239526632
