time,paramecium,didinium
2006/5/1,0.09144197,-0.166113963
2006/6/1,-0.197135299,-0.190790432
2006/7/1,0.021869883,-0.064689322
2006/8/1,-0.484394314,-0.39355706
2006/9/1,-0.598665782,-0.499380384
2006/10/1,-0.27399581,0.141380722
2006/11/1,-0.28245207,0.12590798
2006/12/1,-0.361953553,0.097041979
2007/1/1,-0.312154733,0.071627579
2007/2/1,-0.111976874,0.136289244
2007/3/1,-0.036501221,0.141193913
2007/4/1,0.334260729,0.198412069
2007/5/1,0.467133829,0.238245498
2007/6/1,0.193380236,0.146225064
2007/7/1,0.387093046,0.118138627
2007/8/1,1.306358842,1.096119415
2007/9/1,1.710064984,1.379024035
2007/10/1,0.985052925,1.015179875
2007/11/1,0.99045823,0.967914038
2007/12/1,0.774792666,0.950877134
2008/1/1,0.837433387,0.909583144
2008/2/1,0.574083916,0.878751024
2008/3/1,0.863597402,0.893044684
2008/4/1,0.406460071,0.845303724
2008/5/1,0.332778485,0.816028964
2008/6/1,1.166475878,0.986315154
2008/7/1,1.190068975,1.09538766
2008/8/1,0.64901782,0.547778881
2008/9/1,0.194119831,0.253888871
2008/10/1,0.296691764,0.165250752
2008/11/1,0.820289978,0.882556632
2008/12/1,0.855553778,0.884919297
2009/1/1,0.712094671,0.852980192
2009/2/1,0.486874708,0.833812313
2009/3/1,0.442749029,0.816531751
2009/4/1,0.560372809,0.835844536
2009/5/1,0.347535522,0.771939888
2009/6/1,0.001425612,0.690761837
2009/7/1,-0.432114289,0.418446537
2009/8/1,-0.530968419,0.092357111
2009/9/1,-0.613825251,-0.059749806
2009/10/1,-1.096753986,-0.216966913
2009/11/1,-1.440691059,-1.412418438
2009/12/1,-1.498355864,-1.480400905
2010/1/1,-1.609607971,-1.538729873
2010/2/1,-1.517234863,-1.538091509
2010/3/1,-1.592021434,-1.531246224
2010/4/1,-1.519830605,-1.510882878
2010/5/1,-1.765531686,-1.537241626
2010/6/1,-2.050367544,-1.752860633
2010/7/1,-2.164074235,-2.106240954
2010/8/1,-2.479874716,-2.441197714
2010/9/1,-1.87926695,-2.029886281
2010/10/1,-1.138467308,-1.064408234
2010/11/1,-1.055635289,-0.845667146
2010/12/1,-0.940921178,-0.783351262
2011/1/1,-0.765392644,-0.70299224
2011/2/1,-0.797808973,-0.68579471
2011/3/1,-0.628099949,-0.660794811
2011/4/1,-0.671336253,-0.666719814
2011/5/1,-0.607554133,-0.657314092
2011/6/1,-0.486828445,-0.647040833
2011/7/1,-0.548569058,-0.621776967
2011/8/1,-0.652578126,-0.814967652
2011/9/1,-0.684926453,-0.885080656
2011/10/1,-1.318186011,-1.578936991
2011/11/1,-1.213797924,-1.484345351
